utc_timestamp,load_MW,temperature_C,humidity,wind_speed
2025-09-28 19:59:54.351515,42092.88380737817,10.496714153011233,73.34900560641498,3.3426875940803487
2025-09-28 20:59:54.351515,41749.49525994268,10.143035242701972,74.3545900502442,3.3714408659957913
2025-09-28 21:59:54.351515,42862.017496745335,11.210064991060705,75.81531077081193,4.4075116947178214
2025-09-28 22:59:54.351515,42296.35850260693,12.36603812508679,73.84881206437707,3.7778166875908754
2025-09-28 23:59:54.351515,43823.403949783526,10.888819509993853,73.31336550425802,4.110575845465829
2025-09-29 00:59:54.351515,42804.71861125266,11.167911765869677,75.42146415331229,4.7522704434236225
2025-09-29 01:59:54.351515,43904.719875313036,13.259227723658864,75.39505295976429,3.935678393147461
2025-09-29 02:59:54.351515,43464.56341303073,12.724086173271363,73.85702039701691,4.2715550949941585
2025-09-29 03:59:54.351515,43523.07214700765,11.762265000540506,73.88938594482138,3.721672064043235
2025-09-29 04:59:54.351515,43696.23487758939,13.047621060199951,75.25090099239704,4.129051771217229
2025-09-29 05:59:54.351515,44020.81966394623,12.312982321062545,71.840769460139,3.5245202662797737
2025-09-29 06:59:54.351515,44594.26912845145,12.579811873185859,71.86696362390227,3.489374561227918
2025-09-29 07:59:54.351515,44753.62341993737,13.554235114442864,73.18479112755212,4.222127808891946
2025-09-29 08:59:54.351515,44854.56112975203,11.663102312909631,74.12943021248162,3.712998430172388
2025-09-29 09:59:54.351515,45295.734455839505,12.112743908434918,75.10766413126925,3.2403253981581353
2025-09-29 10:59:54.351515,46397.93241762915,13.533616074124092,77.3609902475517,3.3748208075495976
2025-09-29 11:59:54.351515,46336.32565371929,13.338072638721535,76.04495678663757,3.7109599682034915
2025-09-29 12:59:54.351515,45422.7081708146,14.916707720504904,73.9240794866262,3.44426331148604
2025-09-29 13:59:54.351515,45562.391316920955,13.94235031967639,74.11523255671126,3.3609661658190797
2025-09-29 14:59:54.351515,45666.797348962646,13.68214586781234,72.05253599132028,4.159329803364248
2025-09-29 15:59:54.351515,45477.37720971608,16.800141505157256,73.91995317262152,4.081063327599898
2025-09-29 16:59:54.351515,44991.2902826342,15.344537613586853,73.27413726002847,3.6159356069442636
2025-09-29 17:59:54.351515,45376.76915489824,15.869254666457513,74.38649424143557,3.593101257968384
2025-09-29 18:59:54.351515,44834.23006896716,14.603799041434186,71.97136414054717,3.30954643931399
2025-09-29 19:59:54.351515,45785.538543059476,15.706213969675716,74.54449482173858,3.326133022242118
2025-09-29 20:59:54.351515,45817.83671201335,16.57862170988185,76.44650446436594,4.251113576385303
2025-09-29 21:59:54.351515,45258.215358617475,15.528689102221131,73.03402415806575,3.924027019206901
2025-09-29 22:59:54.351515,45929.33169913809,17.2620776163751,73.92082423511016,3.184902136442989
2025-09-29 23:59:54.351515,44630.14382861031,16.486987594942363,74.35893081714522,3.5227230205190394
2025-09-30 00:59:54.351515,44196.61117081548,16.991569713467435,72.03287845036841,4.0490092258368895
